N,seed,rho,f_elongated,f_binary,f_active,s_max_norm,s_max_norm_2
1000,343569160877337,0.7,0.6346142857142857,0.1582714285714286,0.7928857142857143,0.07254285714285715,0.07702857142857142
1000,78804909138230,0.7,0.6041428571428571,0.1859,0.790042857142857,0.07867142857142857,0.08531428571428572
1000,333614425743970,0.7,0.6232285714285714,0.18082857142857145,0.8040571428571428,0.06962857142857143,0.07611428571428572
1000,974443487743328,0.7,0.656357142857143,0.16931428571428572,0.8256714285714287,0.07645714285714286,0.08438571428571429
1000,703985244396274,0.7,0.9628857142857141,0.03351428571428572,0.9963999999999998,0.0018428571428571428,0.001985714285714286
1000,1122578106359740,0.7,0.49844285714285713,0.19182857142857143,0.6902714285714285,0.14641428571428572,0.16372857142857142
1000,492938554100859,0.7,0.6357857142857142,0.1800571428571429,0.8158428571428571,0.07612857142857143,0.08184285714285715
1000,170902461924754,0.7,0.5053571428571428,0.19195714285714283,0.6973142857142857,0.13081428571428572,0.15224285714285712
1000,260045648084392,0.7,0.5890142857142857,0.17474285714285714,0.7637571428571428,0.09211428571428572,0.10594285714285713
1000,450419983107763,0.7,0.5521571428571429,0.19028571428571428,0.7424428571428572,0.08258571428571429,0.09427142857142858
1000,543308666121182,0.7,0.7564571428571427,0.16237142857142858,0.9188285714285713,0.03357142857142857,0.035871428571428575
1000,593849570694833,0.7,0.5391857142857144,0.18810000000000002,0.7272857142857144,0.11231428571428571,0.12817142857142858
1000,582382717235568,0.7,0.6669571428571427,0.1670571428571429,0.8340142857142856,0.07017142857142858,0.07595714285714286
1000,1123570616129223,0.7,0.6442428571428571,0.17139999999999997,0.8156428571428571,0.07138571428571429,0.07714285714285714
1000,680622798933824,0.7,0.6501714285714285,0.17715714285714285,0.8273285714285714,0.051128571428571426,0.055342857142857145
1000,201764007966294,0.7,0.6235571428571429,0.1812,0.804757142857143,0.06437142857142857,0.07162857142857143
1000,453356923466257,0.7,0.618842857142857,0.16497142857142857,0.7838142857142856,0.09517142857142857,0.10417142857142858
1000,346214149398000,0.7,0.6637857142857142,0.17221428571428565,0.8359999999999999,0.08835714285714286,0.09325714285714286
1000,353918643079908,0.7,0.7018428571428571,0.16395714285714283,0.8657999999999999,0.05904285714285715,0.06225714285714286
1000,971536625474344,0.7,0.6888571428571431,0.17682857142857142,0.8656857142857145,0.04352857142857143,0.04781428571428572
1000,799035771825238,0.7,0.6675999999999999,0.16405714285714285,0.8316571428571427,0.06495714285714285,0.06827142857142857
1000,1114806189928891,0.7,0.6610285714285714,0.1702,0.8312285714285714,0.07288571428571429,0.07774285714285714
1000,216465895742590,0.7,0.585842857142857,0.1857285714285714,0.7715714285714284,0.08407142857142857,0.09387142857142856
1000,926435018171726,0.7,0.4963142857142859,0.2031571428571429,0.6994714285714287,0.13154285714285716,0.15275714285714287
1000,744517311885370,0.7,0.6638999999999999,0.17624285714285715,0.8401428571428571,0.07172857142857143,0.07535714285714286
1000,812580382463326,0.7,0.631742857142857,0.1669,0.798642857142857,0.07974285714285714,0.08677142857142857
1000,521742092743191,0.7,0.6002857142857142,0.18258571428571427,0.7828714285714284,0.08324285714285715,0.09081428571428572
1000,1008612444973162,0.7,0.6122857142857142,0.18508571428571427,0.7973714285714285,0.08208571428571429,0.08898571428571428
1000,121838283310165,0.7,0.6113999999999999,0.17398571428571433,0.7853857142857142,0.07718571428571429,0.08097142857142857
1000,431006493426170,0.7,0.5594142857142858,0.16238571428571427,0.7218,0.14305714285714285,0.15528571428571428
1000,765322069857382,0.7,0.7462428571428572,0.13860000000000003,0.8848428571428573,0.042371428571428574,0.04448571428571429
1000,725201757884584,0.7,0.6669714285714287,0.1659857142857143,0.832957142857143,0.06995714285714286,0.075
1000,184656659025018,0.7,0.6712,0.17544285714285715,0.8466428571428571,0.04694285714285714,0.0505
